Task,Dataset,Cohort,TaskType,Outcome,Method,Metric,Mean,SD,Repeats,MeanMAE,SDMAE,MeanAUPRC,SDAUPRC
PE,Stanford PE,Stanford PE,classification,PE versus term control,RandomForest,AUROC,0.7778395061728396,0.05798517628680629,50,,,0.7816257599696769,0.06249871360147061
PE,Stanford PE,Stanford PE,classification,PE versus term control,SNN-FS,AUROC,0.8124691358024693,0.06915672037148865,50,,,0.8182886488000982,0.07378488936598807
PE,Stanford PE,Stanford PE,classification,PE versus term control,StabilitySelection,AUROC,0.7700617283950618,0.08228333112901474,50,,,0.776825552052809,0.07919587045744338
PE,Stanford PE,Stanford PE,classification,PE versus term control,Stabl-RP,AUROC,0.7350617283950617,0.059696203421712744,50,,,0.7514033664725319,0.06081910723358632
PE,Stanford PE,Stanford PE,classification,PE versus term control,glmmLasso,AUROC,0.8098333333333335,0.06433397659260374,50,,,0.8543238095238095,0.049702859962892545
PE,Stanford PE,Stanford PE,classification,PE versus term control,mRMR,AUROC,0.7787654320987653,0.05553959626318044,50,,,0.7969202019950565,0.05413686265229405
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,Boruta,AUROC,0.6376923076923078,0.0823442444927842,50,,,0.5606866074279941,0.08861210465645325
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,ElasticNet,AUROC,0.645042735042735,0.0847800947081727,50,,,0.5747802701952105,0.07547692676227215
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,LLSS,AUROC,0.7112820512820514,0.06802171392050117,50,,,0.6329251091000619,0.07404728129201113
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,Lasso,AUROC,0.658119658119658,0.0595543267314149,50,,,0.5707353015376467,0.059180067486479804
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,LongGroupLasso,AUROC,0.7067521367521367,0.07618250208733267,50,,,0.6360304118073477,0.07975233336104878
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,MutualInfo,AUROC,0.6245299145299146,0.06990170673307856,50,,,0.5563288106404579,0.07147890131447482
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,OutcomeSNN-FS,AUROC,0.5998290598290599,0.06055205918612577,50,,,0.5238525212324652,0.0628614855179848
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,PGEE,AUROC,0.6569444444444444,0.09396344434817049,50,,,0.6836,0.07077204809552406
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,RandomForest,AUROC,0.6432478632478633,0.08359285043257168,50,,,0.5790004636475317,0.09083862794379975
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,SNN-FS,AUROC,0.6403418803418803,0.08784575573768996,50,,,0.5648843929838777,0.0863788476129076
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,StabilitySelection,AUROC,0.6505128205128206,0.0757035034722974,50,,,0.5791028781604904,0.0679712397238291
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,Stabl-RP,AUROC,0.6287179487179487,0.060409582975317594,50,,,0.5602085542472807,0.06406661800875318
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,glmmLasso,AUROC,0.7036111111111112,0.06841355006283147,50,,,0.7262238095238096,0.05785323143802727
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Late-onset PE versus term control,mRMR,AUROC,0.7043589743589744,0.07858966557576064,50,,,0.6221203665892336,0.07853225623702788
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,Boruta,RMSE,1.0588382136768062,0.013312216639114772,50,0.8277531471528718,0.012093548960814066,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,ElasticNet,RMSE,1.0816057345581171,0.01596124231671356,50,0.8457105541361897,0.014033361113292316,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,LLSS,RMSE,1.0499597120367286,0.010670920194371806,50,0.8238646464908972,0.00902081046281356,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,Lasso,RMSE,1.0733734168279623,0.016989995701317054,50,0.8406363439723361,0.015343451239438498,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,LongGroupLasso,RMSE,1.049551013692132,0.012400392834738691,50,0.824380448224925,0.009749186881493694,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,MutualInfo,RMSE,1.0707840075057398,0.013427093542892189,50,0.8419440499509144,0.0117302890657691,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,OutcomeSNN-FS,RMSE,1.066795484076951,0.016413869035412965,50,0.8287830747454771,0.014182371201309052,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,PGEE,RMSE,1.0499587992492958,0.011398045767195485,50,0.8259553397497631,0.01049506809008916,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,RandomForest,RMSE,1.0568791328503582,0.012020214776525599,50,0.8246174485052048,0.0098205440963582,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,SNN-FS,RMSE,1.0710755742203117,0.014064286579658816,50,0.8380488244750864,0.013468783039623188,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,StabilitySelection,RMSE,1.0698340106834792,0.0156940117981168,50,0.8388630778727613,0.013644404861199166,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,Stabl-RP,RMSE,1.0459950706331598,0.010862181869280086,50,0.8220200755573995,0.00902949982323249,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,geeVerse,RMSE,1.0580267823539062,0.011635243423096115,50,0.832150388598292,0.009424463487616594,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,glmmLasso,RMSE,1.0463637091022426,0.011806004735040463,50,0.8235619546912503,0.01064488372764464,,
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-alpha clonal diversity,mRMR,RMSE,1.0506445292923876,0.010105924682520771,50,0.8257554115043848,0.009571842000679323,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,Boruta,RMSE,1.2078279264046223,0.016995441644278964,50,0.9635650351358811,0.01345358835526018,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,ElasticNet,RMSE,1.2349610849370065,0.022118418928993636,50,0.9863280968536301,0.019987014882777075,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,LLSS,RMSE,1.2066045228699505,0.014359075956526395,50,0.9669876541308102,0.010670806525405814,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,Lasso,RMSE,1.229683345304782,0.02036647761153921,50,0.9857157057230599,0.017577735259841964,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,LongGroupLasso,RMSE,1.207657644864472,0.020020115784065245,50,0.9682327468586671,0.014947832336668866,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,MutualInfo,RMSE,1.213732822188961,0.011601045679375234,50,0.9656793342272131,0.009180101929518144,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,OutcomeSNN-FS,RMSE,1.2114922921409805,0.014378615410475831,50,0.9636931597589345,0.013908005636303207,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,PGEE,RMSE,1.2014544489310708,0.016723858784063097,50,0.9671049859045777,0.01391656383525539,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,RandomForest,RMSE,1.2054409207934074,0.012985077629676189,50,0.9608991223942782,0.011270124050360203,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,SNN-FS,RMSE,1.2230961747497373,0.017434236152150177,50,0.9795875200152564,0.015845574975355454,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,StabilitySelection,RMSE,1.2172574473178324,0.019542794589138154,50,0.9772166042419699,0.01607161258885875,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,Stabl-RP,RMSE,1.200453962408152,0.016299809686089618,50,0.9664526767042946,0.011675659082797937,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,geeVerse,RMSE,1.2106911275272139,0.01316209986881243,50,0.9701042032838543,0.010431204883975647,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,glmmLasso,RMSE,1.1959123841235189,0.017013432945316438,50,0.9632943102596597,0.012949616774777814,,
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,TCR-beta clonal diversity,mRMR,RMSE,1.202873223049693,0.0137101770014668,50,0.9644331034576904,0.010804837869472828,,
